train,age,educ,black,hisp,married,nodegree,mosinex,re74,re75,re78,unem74,unem75,unem78
1,18,11,1,0,0,1,21,0.8582541,0.214564,0.929884,0,0,0
1,27,12,1,0,1,0,23,3.67087,0.334049,0,0,0,1
1,21,12,0,0,0,0,23,3.67087,0.334049,12.558,0,0,0
1,27,12,1,0,0,0,22,2.14341,0.35795,22.1633,0,0,0
1,20,12,1,0,0,0,22,0,0.377569,1.65264,1,0,0
1,19,10,1,0,0,1,22,0,0.385274,8.12472,1,0,0
1,23,12,1,0,0,0,23,5.50631,0.501074,0.671332,0,0,0
1,29,14,1,0,0,0,24,0,0.679673,17.815,1,0,0
1,18,10,1,0,0,1,21,0,0.7989081,9.73715,1,0,0
1,19,9,1,0,0,1,24,0,0.7989081,17.6852,1,0,0
1,27,13,0,0,1,0,23,9.381571,0.853723,0,0,0,1
1,18,11,0,0,0,1,21,3.67823,0.9195579,4.32171,0,0,0
1,27,9,1,0,1,1,23,0,0.934445,1.77342,1,0,0
1,22,12,1,0,0,0,22,5.60585,0.936177,0,0,0,1
1,23,10,1,0,1,1,21,0,0.936439,11.2333,1,0,0
1,23,12,0,1,0,0,23,9.38574,1.11744,0.559443,0,0,0
1,20,11,1,0,0,1,23,3.6375,1.22084,1.08544,0,0,0
1,17,9,1,0,0,1,21,1.71651,1.25344,5.4452,0,0,0
1,28,11,1,0,0,1,23,0,1.28408,60.3079,1,0,0
1,26,11,1,0,1,1,21,0,1.39285,1.46036,1,0,0
1,20,11,1,0,0,1,23,16.3186,1.48499,6.943339,0,0,0
1,24,11,1,0,1,1,22,0.824389,1.66611,4.03271,0,0,0
1,31,9,1,0,0,1,22,0,1.69861,10.3633,1,0,0
1,23,8,0,0,1,1,23,0,1.71315,4.23231,1,0,0
1,18,10,1,0,0,1,22,2.14341,1.78427,11.1414,0,0,0
1,29,12,1,0,0,0,22,10.8819,1.81728,0,0,0,1
1,26,11,0,0,0,1,23,0,2.22627,13.3859,1,0,0
1,24,9,1,0,0,1,21,9.1547,2.28868,4.84956,0,0,0
1,25,12,1,0,0,0,22,14.4268,2.40927,0,0,0,1
1,24,10,1,0,0,1,21,4.2504,2.42195,1.66051,0,0,0
1,46,8,1,0,0,1,22,3.16566,2.59472,0,0,0,1
1,31,12,0,0,0,0,23,0,2.61122,2.48455,1,0,0
1,19,11,1,0,0,1,21,2.30503,2.61528,4.1466,0,0,0
1,19,8,1,0,0,1,21,0,2.65706,9.970679,1,0,0
1,27,11,1,0,0,1,21,2.20694,2.66627,0,0,0,1
1,26,11,1,0,1,1,23,0,2.75465,26.3723,1,0,0
1,20,10,1,0,0,1,23,5.00573,2.77736,5.61519,0,0,0
1,28,10,1,0,0,1,23,0,2.83651,3.19657,1,0,0
1,24,12,1,0,0,0,23,13.7658,2.84276,6.16768,0,0,0
1,19,8,1,0,0,1,23,2.63635,2.93726,7.53594,0,0,0
1,23,12,1,0,0,0,21,6.26934,3.03996,8.48424,0,0,0
1,42,9,1,0,1,1,15,0,3.05853,1.29441,1,0,0
1,25,13,1,0,0,0,21,12.3629,3.09073,0,0,0,1
1,18,9,1,0,0,1,22,0,3.28738,5.01034,1,0,0
1,21,12,1,0,0,0,21,6.47368,3.33241,9.37104,0,0,0
1,27,10,1,0,0,1,23,1.00115,3.55008,0,0,0,1
1,21,8,1,0,0,1,22,0.989268,3.6959,4.27961,0,0,0
1,22,9,1,0,0,1,22,2.19288,3.83699,3.46256,0,0,0
1,31,4,1,0,0,1,24,8.51759,4.02321,7.38255,0,0,0
1,24,10,1,0,1,1,24,11.7032,4.07815,0,0,0,1
1,29,10,1,0,0,1,24,0,4.39895,0,1,0,1
1,29,12,1,0,0,0,22,9.748389,4.87894,10.9765,0,0,0
1,19,10,0,0,0,1,21,0,5.32411,13.8296,1,0,0
1,19,11,0,1,1,1,22,5.42449,5.463799,6.78846,0,0,0
1,31,9,1,0,0,1,22,10.717,5.51784,9.5585,0,0,0
1,22,10,1,0,1,1,23,1.46835,5.58866,13.2283,0,0,0
1,21,9,1,0,0,1,21,6.416471,5.74933,0.743667,0,0,0
1,17,10,1,0,0,1,21,1.29147,5.79385,5.52279,0,0,0
1,26,12,1,0,1,0,22,8.40876,5.79483,1.42494,0,0,0
1,20,9,0,1,0,1,21,12.2608,5.87505,1.35864,0,0,0
1,19,10,1,0,0,1,22,4.12195,6.05675,0,0,0,1
1,26,10,1,0,0,1,23,25.9297,6.78896,0.672877,0,0,0
1,28,11,1,0,0,1,21,1.92903,6.87186,0,0,0,1
1,22,12,0,1,1,0,23,0.492231,7.0557,10.0928,0,0,0
1,33,11,1,0,0,1,22,0,7.86792,6.28143,1,0,0
1,22,12,0,0,0,0,22,6.75999,8.4555,12.5907,0,0,0
1,29,10,0,1,0,1,21,0,8.85367,5.11201,1,0,0
1,33,12,1,0,1,0,24,20.28,10.9414,15.9526,0,0,0
1,25,14,1,0,1,0,23,35.0401,11.5366,36.647,0,0,0
1,35,9,1,0,1,1,22,13.6024,13.8306,12.804,0,0,0
1,35,8,1,0,1,1,21,13.7321,17.9762,3.78663,0,0,0
1,33,11,1,0,1,1,24,14.6607,25.1422,4.18194,0,0,0
0,23,10,1,0,0,1,21,0,0,0,1,1,1
0,26,12,0,0,0,0,14,0,0,12.3837,1,1,0
0,22,9,1,0,0,1,5,0,0,0,1,1,1
0,18,9,1,0,0,1,15,0,0,10.7401,1,1,0
0,45,11,1,0,0,1,14,0,0,11.7965,1,1,0
0,18,9,1,0,0,1,15,0,0,9.22705,1,1,0
0,24,8,0,0,0,1,15,0,0,10.5693,1,1,0
0,34,11,1,0,1,1,14,0,0,6.040339,1,1,0
0,24,4,0,1,0,1,21,0,0,3.88083,1,1,0
0,36,10,1,0,0,1,23,0,0,0,1,1,1
0,21,14,1,0,0,0,15,0,0,5.77506,1,1,0
0,28,9,1,0,0,1,14,0,0,0,1,1,1
0,27,7,1,0,1,1,13,0,0,0,1,1,1
0,19,11,0,0,0,1,22,0,0,0,1,1,1
0,20,8,1,0,0,1,15,0,0,0,1,1,1
0,34,12,1,0,0,0,21,0,0,2.11372,1,1,0
0,24,10,1,0,0,1,13,0,0,7.61864,1,1,0
0,22,8,0,1,0,1,5,0,0,9.92095,1,1,0
0,25,11,1,0,0,1,13,0,0,4.19638,1,1,0
0,39,9,1,0,0,1,21,0,0,0,1,1,1
0,19,9,1,0,1,1,12,0,0,16.6583,1,1,0
0,44,9,1,0,0,1,21,0,0,9.722,1,1,0
0,27,8,1,0,0,1,15,0,0,3.78366,1,1,0
0,25,8,1,0,0,1,6,0,0,3.51593,1,1,0
0,31,10,1,0,0,1,14,0,0,17.0146,1,1,0
0,34,10,1,0,1,1,15,0,0,0,1,1,1
0,21,7,0,1,0,1,15,0,0,0,1,1,1
0,33,12,1,0,0,0,22,0,0,5.97026,1,1,0
0,18,10,0,1,0,1,6,0,0,1.85917,1,1,0
0,26,12,1,0,1,0,23,0,0,6.19194,1,1,0
0,31,12,1,0,0,0,15,0,0,7.28439,1,1,0
0,35,10,1,0,0,1,13,0,0,0.445831,1,1,0
0,20,12,1,0,0,0,15,0,0,0,1,1,1
0,25,11,1,0,0,1,22,0,0,0,1,1,1
0,25,10,1,0,0,1,22,0,0,7.36704,1,1,0
0,35,11,1,0,0,1,23,0,0,0,1,1,1
0,20,10,1,0,0,1,23,0,0,2.0155,1,1,0
0,25,9,0,1,0,1,22,0,0,15.7911,1,1,0
0,27,10,1,0,0,1,21,0,0,1.13547,1,1,0
0,20,11,0,1,0,1,6,0,0,6.37872,1,1,0
0,26,11,1,0,0,1,15,0,0,7.17619,1,1,0
0,38,8,1,0,0,1,15,0,0,0,1,1,1
0,34,10,1,0,0,1,23,0,0,7.95254,1,1,0
0,19,12,1,0,0,0,14,0,0,0,1,1,1
0,32,8,1,0,0,1,15,0,0,7.15213,1,1,0
0,20,9,0,1,0,1,22,0,0,8.329821,1,1,0
0,23,10,1,0,0,1,23,0,0,0,1,1,1
0,38,10,1,0,0,1,15,0,0,12.4299,1,1,0
0,24,11,1,0,0,1,23,0,0,0,1,1,1
0,23,11,1,0,0,1,22,0,0,5.088759,1,1,0
0,20,7,0,1,0,1,21,0,0,4.37404,1,1,0
0,21,11,1,0,0,1,6,0,0,1.55329,1,1,0
0,25,10,1,0,0,1,14,0,0,0,1,1,1
0,22,11,1,0,1,1,21,0,0,1.6983,1,1,0
0,23,11,1,0,0,1,22,0,0,0,1,1,1
0,24,12,0,0,0,0,22,0,0,11.2946,1,1,0
0,29,11,1,0,0,1,15,0,0,0,1,1,1
0,24,11,1,0,0,1,14,0,0,14.6264,1,1,0
0,22,9,1,0,0,1,21,0,0,12.8984,1,1,0
0,28,11,1,0,0,1,14,0,0,5.76713,1,1,0
0,18,10,0,1,0,1,12,0,0,6.52792,1,1,0
0,26,10,1,0,0,1,6,0,0,3.93124,1,1,0
0,25,10,1,0,0,1,14,0,0,20.9422,1,1,0
0,24,10,1,0,0,1,15,0,0,0,1,1,1
0,26,5,1,0,0,1,15,0,0,0,1,1,1
0,36,10,1,0,0,1,6,0,0,14.6904,1,1,0
0,22,11,1,0,0,1,5,0,0,0,1,1,1
0,25,12,1,0,0,0,13,0,0,3.4181,1,1,0
0,27,11,1,0,0,1,13,0,0,11.1973,1,1,0
0,29,8,1,0,0,1,23,0,0,0,1,1,1
0,24,12,1,0,0,0,23,0,0,0,1,1,1
0,22,10,1,0,0,1,21,0,0,0,1,1,1
0,24,7,1,0,0,1,15,0,0,1.45569,1,1,0
0,29,12,1,0,0,0,6,0,0,1.89094,1,1,0
0,25,11,0,1,1,1,15,0,0,4.48562,1,1,0
0,30,12,1,0,0,0,22,0,0,13.6134,1,1,0
0,22,8,1,0,0,1,22,0,0,1.39051,1,1,0
0,55,3,1,0,0,1,6,0,0,5.8438,1,1,0
0,20,10,1,0,0,1,13,0,0,8.59852,1,1,0
0,34,11,1,0,0,1,22,0,0,2.9202,1,1,0
0,22,12,1,0,0,0,13,0,0,0,1,1,1
0,32,12,0,1,1,0,23,0,0,6.73532,1,1,0
0,31,10,1,0,0,1,12,0,0,0,1,1,1
0,18,9,1,0,0,1,13,0,0,0,1,1,1
0,50,10,0,1,0,1,21,0,0,0,1,1,1
0,25,11,1,0,1,1,5,0,0,0.0447555,1,1,0
0,23,10,1,0,1,1,15,0,0,0,1,1,1
0,38,10,1,0,0,1,22,0,0,0,1,1,1
0,25,10,1,0,1,1,24,0,0,3.70181,1,1,0
0,42,10,1,0,0,1,22,0,0,6.93034,1,1,0
0,39,12,1,0,1,0,15,0,0,3.7958,1,1,0
0,34,13,1,0,1,0,14,0,0,5.19325,1,1,0
0,24,7,1,0,0,1,13,0,0,2.19353,1,1,0
0,32,11,1,0,0,1,14,0,0,11.1205,1,1,0
0,27,13,1,0,0,0,15,0,0,7.60952,1,1,0
0,26,10,1,0,0,1,15,0,0,2.16903,1,1,0
0,44,11,1,0,0,1,14,0,0,0,1,1,1
0,25,11,1,0,0,1,15,0,0,1.26423,1,1,0
0,25,12,1,0,0,0,15,0,0,0,1,1,1
0,28,12,1,0,1,0,23,0,0,0,1,1,1
0,32,10,1,0,0,1,14,0,0,0,1,1,1
0,22,10,1,0,0,1,14,0,0,0,1,1,1
0,19,9,1,0,0,1,14,0,0,5.71264,1,1,0
0,31,10,1,0,1,1,15,0,0,0,1,1,1
0,23,11,1,0,0,1,24,0,0,0,1,1,1
0,33,11,1,0,0,1,24,0,0,0,1,1,1
0,27,10,1,0,0,1,15,0,0,1.18488,1,1,0
0,29,11,1,0,1,1,15,0,0,10.2259,1,1,0
0,23,10,1,0,0,1,21,0,0,0,1,1,1
0,25,9,1,0,1,1,14,0,0,4.71537,1,1,0
0,25,10,1,0,0,1,13,0,0,0.28979,1,1,0
0,24,10,1,0,0,1,23,0,0,0,1,1,1
0,28,8,0,0,0,1,21,0,0,8.19042,1,1,0
0,26,6,1,0,0,1,23,0,0,4.81305,1,1,0
0,30,14,1,0,1,0,24,0,0,7.34468,1,1,0
0,25,10,1,0,1,1,24,0,0,0,1,1,1
0,29,11,1,0,1,1,23,0,0,0,1,1,1
0,25,12,1,0,1,0,23,0,0,0,1,1,1
0,28,13,1,0,0,0,15,0,0,0,1,1,1
0,23,11,1,0,0,1,6,0,0,4.35091,1,1,0
0,54,11,1,0,0,1,24,0,0,7.81252,1,1,0
0,33,5,0,1,0,1,15,0,0,0,1,1,1
0,20,8,1,0,0,1,21,0,0,3.64466,1,1,0
0,45,9,1,0,0,1,22,0,0,4.8448,1,1,0
0,39,6,1,0,0,1,22,0,0,0,1,1,1
0,26,12,1,0,0,0,14,0,0,0,1,1,1
0,23,10,1,0,0,1,13,0,0,0,1,1,1
0,27,12,0,0,0,0,23,0,0,14.7929,1,1,0
0,33,9,0,1,1,1,22,0,0,0,1,1,1
0,25,10,1,0,1,1,21,0,0,0,1,1,1
0,23,8,1,0,0,1,13,0,0,3.7467,1,1,0
0,18,8,1,0,0,1,13,0,0,1.56815,1,1,0
0,17,8,1,0,0,1,14,0,0,7.01044,1,1,0
0,19,9,0,1,0,1,13,0,0,3.81168,1,1,0
0,18,8,0,1,0,1,5,0,0,10.7986,1,1,0
0,18,11,1,0,0,1,21,0,0,4.65727,1,1,0
0,17,11,1,0,0,1,5,0,0,8.551531,1,1,0
0,19,10,1,0,0,1,14,0,0,4.30988,1,1,0
0,19,10,1,0,0,1,14,0,0,5.2864,1,1,0
0,18,9,1,0,0,1,15,0,0,12.4862,1,1,0
0,18,9,1,0,0,1,13,0,0,10.8774,1,1,0
0,18,10,1,0,0,1,6,0,0,0.202285,1,1,0
0,17,10,1,0,0,1,5,0,0,2.65771,1,1,0
0,18,7,1,0,0,1,21,0,0,4.13258,1,1,0
0,18,11,1,0,0,1,6,0,0,11.3031,1,1,0
0,19,10,0,1,0,1,6,0,0,0,1,1,1
0,18,9,1,0,0,1,22,0,0,0,1,1,1
0,17,10,1,0,0,1,12,0,0,0,1,1,1
0,17,10,1,0,0,1,14,0,0,2.18943,1,1,0
0,19,11,1,0,0,1,22,0,0,0,1,1,1
0,17,8,0,0,0,1,13,0,0,10.211,1,1,0
0,18,10,1,0,0,1,15,0,0,11.0481,1,1,0
0,18,9,1,0,0,1,13,0,0,0,1,1,1
0,17,8,1,0,0,1,13,0,0,8.99387,1,1,0
0,19,6,0,1,0,1,21,0,0,5.0718,1,1,0
0,19,10,0,0,0,1,13,0,0,3.19401,1,1,0
0,17,11,0,0,0,1,15,0,0,0,1,1,1
0,20,9,1,0,0,1,12,0,0,5.193089,1,1,0
0,17,9,1,0,0,1,15,0,0,0,1,1,1
0,17,10,1,0,0,1,13,0,0,0.275566,1,1,0
0,17,9,1,0,0,1,6,0,0,3.5907,1,1,0
0,19,11,1,0,0,1,21,0,0,0,1,1,1
0,19,10,1,0,1,1,15,0,0,12.7977,1,1,0
0,20,9,1,0,0,1,6,0,0,2.03591,1,1,0
0,18,9,1,0,0,1,6,0,0,2.38968,1,1,0
0,18,11,1,0,0,1,15,0,0,0,1,1,1
0,17,10,0,1,0,1,6,0,0,8.46928,1,1,0
0,19,11,1,0,0,1,14,0,0,0,1,1,1
0,17,10,1,0,0,1,15,0,0,1.14339,1,1,0
0,17,9,0,1,0,1,13,0,0,5.11481,1,1,0
0,18,10,1,0,0,1,13,0,0,0.781224,1,1,0
0,21,9,1,0,0,1,24,0.591499,0,3.34322,0,1,0
0,18,10,1,0,0,1,24,1.56325,0,9.602441,0,1,0
0,19,11,1,0,0,1,24,1.62662,0,0,0,1,1
0,24,9,1,0,0,1,24,2.7885,0,16.4616,0,1,0
0,28,11,0,1,1,1,24,3.47295,0,6.77162,0,1,0
0,25,11,1,0,0,1,24,5.28125,0,0,0,1,1
0,21,7,1,0,0,1,24,33.8,0,11.0116,0,1,0
0,39,11,1,0,0,1,22,0,0.0836896,0,1,0,1
0,36,12,1,0,0,0,22,0,0.142397,0,1,0,1
0,24,12,1,0,0,0,13,0,0.159885,0,1,0,1
0,17,11,1,0,0,1,22,0.989268,0.165208,4.25113,0,0,0
0,18,10,1,0,0,1,21,0.960427,0.240107,2.89167,0,0,0
0,18,10,1,0,0,1,13,0,0.273553,5.51437,1,0,0
0,28,10,1,0,0,1,21,1.47129,0.367823,4.8589,0,0,0
0,27,13,0,0,0,0,23,5.21431,0.474502,4.81258,0,0,0
0,31,12,0,0,0,0,13,0,0.494643,0,1,0,1
0,22,9,1,0,0,1,23,0,0.506408,0.604199,1,0,0
0,31,10,1,0,0,1,24,0,0.5204459,14.5279,1,0,0
0,26,10,1,0,1,1,23,6.14037,0.558773,0,0,0,1
0,18,9,0,0,0,1,13,0,0.559596,7.3005,1,0,0
0,23,11,1,0,0,1,23,6.38231,0.58079,0,0,0,1
0,20,12,1,0,0,0,23,0,0.591815,4.15992,1,0,0
0,19,10,1,0,0,1,21,0,0.604154,0,1,0,1
0,18,11,1,0,0,1,24,1.0647,0.645272,5.49759,0,0,0
0,17,10,1,0,0,1,15,0,0.664569,0,1,0,1
0,27,12,1,0,1,0,23,0,0.75239,0,1,0,1
0,27,11,1,0,0,1,21,3.06519,0.766299,0,0,0,1
0,28,12,0,0,0,0,24,0,0.803343,16.477,1,0,0
0,28,11,1,0,0,1,22,2.43195,0.86348,0,0,0,1
0,21,10,1,0,0,1,22,6.66106,1.16236,39.4835,0,0,0
0,17,10,0,1,0,1,22,4.90512,1.1689,11.3063,0,0,0
0,26,11,1,0,0,1,21,4.69996,1.17499,6.67202,0,0,0
0,29,9,1,0,0,1,14,0,1.20382,9.378651,1,0,0
0,17,10,0,1,0,1,22,1.20361,1.23963,5.08899,0,0,0
0,22,11,1,0,0,1,22,7.91413,1.32166,2.63929,0,0,0
0,24,11,1,0,0,1,23,0,1.32799,9.495901,1,0,0
0,20,12,1,0,0,0,24,0.557699,1.37147,20.8931,0,0,0
0,18,12,1,0,0,0,21,0,1.40551,0,1,0,1
0,24,11,0,0,0,1,23,2.66973,1.46838,10.3617,0,0,0
0,21,9,0,0,0,1,22,2.98841,1.57717,1.7402,0,0,0
0,30,8,1,0,0,1,23,0,1.70666,0,1,0,1
0,31,11,1,0,0,1,23,17.7119,1.72645,0,0,0,1
0,17,10,0,1,0,1,22,1.44268,1.73456,6.35419,0,0,0
0,19,9,1,0,0,1,23,8.40963,1.77809,7.171,0,0,0
0,23,11,1,0,0,1,14,0,1.89602,5.57355,1,0,0
0,22,12,1,0,0,0,23,4.38002,2.00368,0.439688,0,0,0
0,29,12,1,0,0,0,23,22.8594,2.08021,16.97,0,0,0
0,22,10,1,0,0,1,15,0,2.17496,5.34402,1,0,0
0,29,13,1,0,0,0,24,0.718249,2.26558,2.72532,0,0,0
0,19,11,1,0,0,1,22,0.721341,2.44559,9.77228,0,0,0
0,17,9,1,0,0,1,24,0,2.59527,0,1,0,1
0,18,10,1,0,0,1,21,1.71651,2.68213,0,0,0,1
0,19,12,1,0,0,0,22,8.417,2.8142,1.72091,0,0,0
0,20,6,1,0,0,1,23,6.00688,2.85061,0,0,0,1
0,33,11,1,0,0,1,21,10.5238,2.89982,18.8599,0,0,0
0,36,11,0,1,0,1,23,5.44373,3.06388,1.32454,0,0,0
0,25,11,1,0,0,1,24,15.21,3.07273,0.284658,0,0,0
0,19,11,1,0,0,1,23,3.50401,3.28568,11.1959,0,0,0
0,23,8,1,0,0,1,21,7.72428,3.40306,0,0,0,1
0,17,11,1,0,0,1,22,4.08073,3.79603,0,0,0,1
0,43,10,1,0,0,1,23,2.50287,4.12844,7.56527,0,0,0
0,26,11,1,0,1,1,24,0,4.18473,0,1,0,1
0,27,11,1,0,1,1,24,0,4.49188,0,1,0,1
0,19,11,1,0,0,1,24,6.33749,4.50306,0,0,0,1
0,28,11,1,0,1,1,23,8.593161,5.3939,4.97459,0,0,0
0,28,12,1,0,1,0,21,10.5851,5.55146,12.78,0,0,0
0,26,8,1,0,0,1,23,1.12629,5.5626,3.52358,0,0,0
0,31,12,1,0,0,0,24,0,5.61391,0,1,0,1
0,23,11,1,0,0,1,22,7.61736,5.71641,10.2748,0,0,0
0,20,12,1,0,0,0,24,7.18249,6.00473,4.77972,0,0,0
0,28,10,1,0,1,1,22,8.293349,6.44948,16.9882,0,0,0
0,39,12,1,0,1,0,22,19.7853,6.60814,0.499257,0,0,0
0,21,8,1,0,0,1,22,39.5707,6.6083,3.08358,0,0,0
0,22,11,1,0,0,1,23,8.81007,6.97448,3.70872,0,0,0
0,20,11,1,0,0,1,23,8.00916,7.66688,7.65922,0,0,0
0,21,11,0,1,0,1,22,2.99253,8.920469,20.8578,0,0,0
0,23,12,0,1,0,0,21,5.7217,8.96068,7.07818,0,0,0
0,29,9,1,0,0,1,23,9.268941,9.16069,0,0,0,1
0,28,9,1,0,1,1,22,10.2224,9.21045,1.23984,0,0,0
0,30,11,1,0,1,1,24,0,9.311941,3.9828,1,0,0
